454.615112, 634.377380, 31.788414
458.863647, 631.751648, 31.710539
463.104187, 629.110779, 16.303501
467.348480, 626.465271, 16.303501
471.589294, 623.820801, 16.303501
475.836090, 621.171814, 16.303501
480.077515, 618.525879, 16.307392
484.317993, 615.880249, 16.303501
488.561066, 613.232727, 16.303501
492.806213, 610.583801, 16.303501
497.047852, 607.936951, 16.303501
501.286560, 605.291870, 16.303501
505.530487, 602.643433, 16.303501
509.773315, 599.995544, 16.303501
514.013611, 597.349243, 16.303501
518.258606, 594.699951, 16.303501
522.497986, 592.054138, 16.303501
526.742188, 589.405273, 16.303501
530.982483, 586.758911, 16.303501
535.225403, 584.110779, 16.303501
539.466980, 581.463501, 16.303501
543.708984, 578.815979, 29.464783
547.951233, 576.168213, 31.760633
