-1334.522949, -1201.379028, 31.854557
-1334.522949, -1206.378784, 31.825848
-1334.522949, -1211.378418, 31.786938
-1334.522949, -1216.378174, 31.748030
-1334.522827, -1221.377808, 31.710592
-1334.521118, -1226.377808, 31.679464
-1334.514771, -1231.377686, 31.660007
-1334.500977, -1236.377441, 31.645914
-1334.480591, -1241.377075, 31.642023
-1334.452026, -1246.376831, 31.642023
-1334.416870, -1251.376465, 31.645914
-1334.374756, -1256.376099, 31.649805
-1334.326050, -1261.375610, 31.657587
-1334.271973, -1266.375000, 31.665369
-1334.212280, -1271.374512, 31.674608
-1334.147827, -1276.373901, 31.684824
-1334.078247, -1281.373169, 31.694061
-1334.004395, -1286.372559, 31.705730
-1333.926392, -1291.371582, 31.715954
-1333.844482, -1296.370972, 31.727627
-1333.759155, -1301.370239, 31.739300
-1333.670288, -1306.369263, 31.748518
-1333.577759, -1311.368164, 31.760187
-1333.482300, -1316.366699, 31.770428
-1333.383545, -1321.365967, 31.778210
-1333.282227, -1326.364868, 31.787411
-1333.178223, -1331.363647, 31.797665
-1333.071899, -1336.362183, 31.806858
-1332.962769, -1341.361206, 31.817122
-1332.851685, -1346.359863, 31.824903
-1332.738525, -1351.358521, 31.832685
-1332.624146, -1356.357178, 31.840467
-1332.507690, -1361.355835, 31.845743
-1332.389648, -1366.354248, 31.852140
-1332.270264, -1371.352539, 31.857403
-1332.149658, -1376.350952, 31.863813
-1332.027832, -1381.349487, 31.867704
-1331.905396, -1386.348145, 31.871595
-1331.781616, -1391.346558, 31.872944
-1331.656616, -1396.344849, 31.875486
-1331.530640, -1401.343140, 31.875486
-1331.404663, -1406.341309, 31.871595
-1331.277588, -1411.339600, 31.870274
-1331.149780, -1416.338013, 31.866390
-1331.021606, -1421.336060, 31.862507
-1330.892578, -1426.334595, 31.858622
-1330.763184, -1431.332886, 31.856031
-1330.633423, -1436.331177, 31.856031
-1330.503052, -1441.329468, 31.856031
-1330.372437, -1446.327881, 31.857306
-1330.240967, -1451.325928, 31.863813
-1330.109619, -1456.323853, 31.868965
-1329.977905, -1461.322266, 31.879377
-1329.845825, -1466.320312, 31.888407
-1329.713501, -1471.318237, 31.898832
-1329.580322, -1476.316284, 31.907846
-1329.447510, -1481.314575, 31.918287
-1329.314331, -1486.312744, 31.923395
-1329.181519, -1491.310669, 31.929960
-1329.047974, -1496.308838, 31.929960
-1328.913818, -1501.307007, 31.932659
-1328.780151, -1506.305054, 31.929960
-1328.646484, -1511.303101, 31.926069
-1328.512329, -1516.301392, 31.921009
-1328.378540, -1521.299561, 31.914396
-1328.244263, -1526.297607, 31.906614
-1328.109741, -1531.295654, 31.901573
-1327.975220, -1536.293579, 31.894941
-1327.840820, -1541.291870, 31.887159
-1327.707031, -1546.289917, 31.882139
-1327.572754, -1551.287964, 31.878256
-1327.438110, -1556.285889, 31.875486
-1327.303833, -1561.283936, 31.879377
-1327.169067, -1566.282104, 31.887159
-1327.034912, -1571.280029, 31.899923
-1326.900757, -1576.277832, 31.915480
-1326.766235, -1581.276123, 31.931036
-1326.631836, -1586.274048, 31.950483
-1326.498169, -1591.271973, 31.969929
-1326.363892, -1596.270142, 31.989380
-1326.229980, -1601.268188, 32.004936
-1326.095947, -1606.265991, 32.023346
-1325.962036, -1611.263916, 32.036049
-1325.828247, -1616.262085, 32.047710
-1325.694702, -1621.260010, 32.059376
-1325.561401, -1626.258179, 32.071041
-1325.427856, -1631.256104, 32.081711
-1325.294312, -1636.254150, 32.090481
-1325.161011, -1641.252319, 32.102146
-1325.027954, -1646.250122, 32.112839
-1324.895142, -1651.248291, 32.121586
-1324.762085, -1656.246338, 32.128407
-1324.629395, -1661.244385, 32.132298
-1324.496948, -1666.242554, 32.136189
-1324.364136, -1671.240723, 32.132298
-1324.231323, -1676.238892, 32.131367
-1324.098877, -1681.236450, 32.124512
-1323.966309, -1686.234985, 32.116730
-1323.834106, -1691.232910, 32.108948
-1323.702026, -1696.230835, 32.104156
-1323.570190, -1701.229126, 32.097275
-1323.437988, -1706.227173, 32.093384
-1323.306274, -1711.225464, 32.093384
-1323.174194, -1716.223389, 32.093384
-1323.042114, -1721.221436, 32.097275
-1322.910522, -1726.219971, 32.101166
-1322.779053, -1731.217896, 32.105904
-1322.647461, -1736.215942, 32.113682
-1322.515991, -1741.213989, 32.121456
-1322.384155, -1746.211914, 32.133121
-1322.252563, -1751.210083, 32.143970
-1322.121216, -1756.208374, 32.155643
-1321.990234, -1761.206665, 32.167316
-1321.858521, -1766.204712, 32.175896
-1321.727173, -1771.202271, 32.183945
-1321.596191, -1776.200806, 32.190662
-1321.465210, -1781.198853, 32.190662
-1321.334351, -1786.196655, 32.190662
-1321.203369, -1791.194458, 32.182880
-1321.072266, -1796.192505, 32.175098
-1320.941284, -1801.190552, 32.162682
-1320.810425, -1806.188843, 32.147121
-1320.679321, -1811.186890, 32.131565
-1320.548462, -1816.184692, 32.116013
-1320.417480, -1821.182739, 32.097275
-1320.287231, -1826.180786, 32.081009
-1320.156372, -1831.178589, 32.065453
-1320.025635, -1836.177124, 32.049896
-1319.895386, -1841.174927, 32.035019
-1319.764526, -1846.172974, 32.022671
-1319.634155, -1851.171265, 32.011673
-1319.503784, -1856.169556, 32.003231
-1319.373169, -1861.167114, 31.996109
-1319.242432, -1866.165405, 31.992218
-1319.112305, -1871.163452, 31.992218
-1318.981689, -1876.161743, 31.996109
-1318.851440, -1881.159790, 32.003891
-1318.721436, -1886.157837, 32.011673
